author,dt,link,line,支持走向,sampled
horse7      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普要制定啥法律~也要看自家人自己挺不挺,0,0
Justisaac   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普當選為什麼會有金融風暴XD?,0,0
Justisaac   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普就是個精明的商人啊這次選戰只有邪道會贏XD,1,0
Justisaac   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:我覺得他要做甚麼也是下次選前啦川普宣傳上很精的~,0,0
Justisaac   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:以川普來說他應該是個100%要利益不要面子的人XD,0,0
Kunoichi    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:所以很多人不爽川普用這種沒品的方法來選,0,1
septemberki ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:看過有人在選前說川普不是真的瘋而是他知道如果,0,1
septemberki ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:歡迎光臨美食閒聊川普區\^o^/,0,1
T60         ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:我選前表態全家投川普，一堆人罵我是瘋子,1,0
soulXdancer ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普效應差不多反應完啦,0,0
alex69      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:台指九千點以上蠻危險，川普當選後金融風暴可能來襲,-1,0
dorbeetle   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:把川普接受CBS的訪談看看這可不是莫名選上的傢伙,0,0
foxher      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:今日股板:川普美食海鮮live秀,0,0
gowang19    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普選前嘩眾取寵但他的價值觀美國人還是有人接受,0,0
ichitakajoe ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:說個笑話川普當選後創新高，台股黑壓壓,1,1
Sueo        ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479256203.A.736.html,:川普的政策確實執行後存款利率飆升不是夢,0,1
eightangel  ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479266419.A.315.html,:有些人就挺利害的川普當選在大跌叫我趕快入場融資,0,1
smad        ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479266419.A.315.html,:你怎麼知道是盤整還是假跌川普當選大家也說大崩盤,-1,0
behideyou24 ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:我們股版會關心川普為的是了解衝集，學生關心川普是,0,1
horse7      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:不過出貨台也滿好笑的~之前把川普一直當成黑天鵝,0,0
horse7      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:現在把郭董比擬成川普~不就把郭董也比成...,0,0
pucca068    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:你看川普有59861516人討厭他～,0,0
topboss     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:明天敢再往上衝，深價外PUT加空，川普都還沒上任呢~,-1,0
BTM         ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:川普：白宮將是我住過最小的房子,0,0
goddarn     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:川普說過還是會維持低利率....發債方便,0,1
horse7      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:希拉蕊是贏一點點呀總票數來說,0,0
roberchu    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:我以為希拉蕊會贏一點點...,0,0
roberchu    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:沒阿賭盤是看選舉人我以為希拉蕊選舉人會贏一咪咪,0,0
yanki826    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:川普之前對低利率很有意見12月美國升息大增加上,0,0
yipi1357    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:不懂為什麼川普選上後日幣崩得這麼慘,0,0
yipi1357    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479276003.A.48E.html,:川普選上會升息?不太可能巴,0,1
clhfly      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:3年後川普沒變18%再說囉,0,0
sligiho     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:不如選個台灣川普試試？,0,0
springman   ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:我對商人總統持保留態度，先看看川普當得如何再說。,0,0
wtfconk     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:以為自己有川普的極端魅力唷?真的是想太多，金x5來選,0,0
a80530      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:郭董跟川普根本差很多,0,0
guk         ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:選一個工廠全在對面的商人，想想川普的公司都在哪?,0,0
sperm69     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:滾啦這傢伙跟川普比算了吧台海這麼敏感要你這舔,0,1
arctic      ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:先看川普當的怎樣吧,0,0
asubelieve  ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:川普上台還不是變孬,0,0
cloning     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:學川普喊：製造業回台，廢掉ECFA咦？,0,0
ericcome    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:川普當選那一刻，我就知道老郭是下一任總統了，4年,0,0
if2         ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:川普至少事業掌握在自己手上郭董完全是受制於中國,0,1
lienghot    ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:川普有共和黨支援郭難道要加入KMT?,0,0
wwf1310     ,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479281517.A.D57.html,:哈哈哈拿川普套郭台銘~怎麼那麼好笑,0,0
eeeee118    ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479342721.A.59C.html,:跟上周三川普比今天這個叫平盤吧,0,0
horse7      ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479342721.A.59C.html,:郭董否認週刊報導說川普當選當天有開密商會要選總統,0,0
kurama1984  ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479342721.A.59C.html,:為什麼川普還欠幾百億媒體卻覺得FED會升息砸他腳,0,0
ohbu        ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479356207.A.34B.html,:川普上台太陽能不會好,-1,0
goddarn     ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:川普的顧問不是已經確定葉倫要做到2018了,0,0
goddarn     ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:是說除非川普要推翻歐文-格拉斯法案的內容,0,0
kurama1984  ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:有9成機會是等川普上任啦這是法律層面的問題,0,0
kurama1984  ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:川普炒房,0,0
z1288       ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:希拉蕊就是血淋淋的例子..放手給媒體去黑川普..,0,0
f204137     ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:傻傻der川普救惹全世界還有人跟CNN還在崩潰嘛~,0,0
kurama1984  ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:我覺得跟本不會升息因為川普上任後要舉債建設美債,0,0
roberchu    ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:最近銀行股噴是川普的政策吧?,1,1
u770114     ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:川普共和黨的炒股新希望,0,0
z1288       ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:川普根本是尚書大人轉世愛跟風都會被他玩死...,0,1
z1288       ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479362403.A.4A4.html,:可以升息，沒說升完之後不可以降啊…川普很愛轉向,0,0
signsu3184  ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479365310.A.000.html,:川普差不多反應完了～,-1,1
zfish       ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479365310.A.000.html,:國安雞精把錢給外資，是要討好川普嗎？,0,1
tctv2002    ,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479394805.A.0FB.html,:很明顯炒作阿炒川普政策沒利多講的有利多,-1,0
nzej723yyip ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,:川普不可以強迫葉阿嬤下台,0,0
goddarn     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,:證管會歸川普管FED比那大太多了而且可以不屌川普,0,0
KEVIN14752  ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,:美國總統制你再扯後腿川普讓妳變成跟希拉蕊一樣,0,0
kurama1984  ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,:川普:大家還真的以為我會做事其實我只會urfired,-1,0
mqqm        ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,:葉倫：川普不過是一個演員，經濟懂個屁....,0,0
Kunoichi    ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:你葡萄賣3個月頂多虧川普那兩天...,0,1
nemies      ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:窺川普那兩天就抬出去了吧,0,1
cobras775   ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:川普概念股東鋼收最高,1,0
f204137     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:川普當選有人還跟CNN一樣還在崩潰中嘛,0,0
goddarn     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:川普是影帝杜頂多只是男配角入圍而已,0,1
roberchu    ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479429003.A.DED.html,:我葡萄川普那天好像漲了5點吧一點感覺都沒有XD,0,0
bitlife     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:相反地也可以認為川普知道12月不管誰上升息機率都很,0,0
bitlife     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:理由(故意升息打川普)當預防針,0,0
bitlife     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:2008的泡沫還是布希的房屋政策，以及現在川普主張的,0,0
bitlife     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:多就是伯南克派，這在川普出線時，大家都已經早就知道,0,1
bitlife     ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:以川普這種玩國內地產為主的主張看看就好，FED才是美,0,0
z1288       ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:而且葉倫現階段已經看破川普手腳，所以才敢說要做,0,0
SweetLee    ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:升息會崩的機率大概跟英國脫歐川普當選和丟銅板,0,1
ww          ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:你說的沒錯但是川普明年一月才上任她幹嘛要急著升,0,0
z1288       ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:基本上給厚臉皮的川普去世界各國測風向，葉倫才能,0,0
z1288       ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,:因為葉倫也從川普身上學到測風向的絕招阿....,0,1
peter13204  ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479443957.A.184.html,:我覺得川普的政策跟雷根總統蠻像的，大幅降稅然後鬆,0,0
bbbgggttt999,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479448336.A.B03.html,:不買過一陣子世界經濟情勢真如大家預測的川普效果,0,0
KirbyEvans  ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479448803.A.935.html,:川普真的是做房地產?搞不好已經改行做半導體了,0,0
WANG122122  ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479448803.A.935.html,:選舉人造反不投川普才是黑天鵝...,0,1
flyaway0104 ,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479473980.A.EDA.html,:夠耶！而且川普當選那天放空10口大台應該也賺不少吧,-1,1
turnpoint   ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479486397.A.C07.html,:川普都還沒上任......,0,0
tctv2002    ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,:每個國家漲或跌都跟川普有關?川普萬用每個市場,0,0
hgtt        ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:看看川普~美國人有在意他繳多少稅嗎?!,0,0
hgtt        ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:再說少繳稅的稅法是誰修的?!川普嗎?!搞清楚方向,0,0
kouhei      ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:川普也是上台轉彎不一定就是向中國靠攏,0,1
flyaway0104 ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:川普沒有國家認同的問題，郭董有，是要怎麼選？,0,1
monarch0301 ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:在意川普少繳稅的人多到一堆好嗎....,0,1
wwf1310     ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:結論：郭不可能啦~他包袱太重~國家認知和川普有差距,0,0
yanki826    ,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,:說真的.川普不也一開始不被看好..凡事難意料,0,0
dowcher     ,2016-11-20,https://www.ptt.cc/bbs/Stock/M.1479618815.A.CED.html,:誰相信脫歐誰相信川普當總統誰相信石油26元去觀,0,1
kerberoSun  ,2016-11-20,https://www.ptt.cc/bbs/Stock/M.1479645315.A.876.html,:a神上次說川普當選機率很低,-1,0
sweetgold   ,2016-11-20,https://www.ptt.cc/bbs/Stock/M.1479656855.A.FCD.html,:正常拉，脫歐一堆人當笑話不避險，川普更多人當笑話,0,0
KEVIN14752  ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479688203.A.F02.html,:選上川普的避險賭盤都大賺,0,0
f19870421   ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479708002.A.829.html,:川普都和解了，還有戲嗎,0,0
signsu3184  ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479708002.A.829.html,:該回檔了崩盤倒是不至於看川普,0,0
femlro      ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479723139.A.0DA.html,:川普是通膨王,0,0
chocoball   ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479724839.A.282.html,:川普應該會出兵認真打ISIS,0,0
Kunoichi    ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479724839.A.282.html,:川普的金主不像蒲亭一定要80up才能賺,0,1
q1685000    ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479725990.A.BDA.html,:脫歐說不脫川普不會上民調都是反的這次無懸念吧?,0,0
thegame09305,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479725990.A.BDA.html,:川普上都沒爆了，下一個爆點應該是法國總統選舉,0,0
newest      ,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479735132.A.982.html,:乾脆說投給川普以後發現找不到工作很像好了,0,0
gg889g8     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普秋喔,0,0
gg889g8     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普在中東的政策是很不利索沒錯,0,0
horse7      ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:崩潰的不是因為川普當選是當選了美股還不崩,-1,1
horse7      ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普完全沒在避嫌的~把國家當自己公司治理了,0,0
Kunoichi    ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:我川普那天收盤就買很多可樂,0,0
Kunoichi    ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普跟柯p一樣沒有想選第二任？,-1,0
photoless   ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:能不能信荷包會說話川普陣營笑呵呵,0,0
smad        ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:結果川普反而變成空軍殺手,1,0
f204137     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普當選股版還有人崩潰?,0,1
f19870421   ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:我們的人等川普當選等很久了,1,0
f204137     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普崩潰者都開始買回股票惹,1,0
f204137     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:好想笑川普當選我幹的第一件事就是隔天進多單,1,0
gg889g8     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:新聞報仇！川普會見媒體大老當面痛罵「一群騙子」,0,0
gg889g8     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:[新聞]川普正式宣布　就職首日退出TPP,0,0
Hardi       ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普那天再走一次今天外資還是賣,0,0
horse7      ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普當選美股崩盤?,-1,0
if2         ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普金天鵝來了大家抓緊,1,1
jennykam    ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:剛剛川普說要退出TTP今天會崩盤嗎??,0,1
njnjy       ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:川普選前講的話能信嗎,0,0
PeikangShin ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:從這次川普低接來看，外資就是表明我可以把你洗到,0,0
WANG122122  ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479774603.A.371.html,:覺得川普用裙帶關係唉~這個國家,0,1
twdavid     ,2016-11-22,https://www.ptt.cc/bbs/Stock/M.1479810258.A.0ED.html,:後川普時代移民的人變多了，常常會有回國的需求,0,0
eemail      ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479858317.A.82E.html,:分析師是說三普不是川普XD,0,0
fablife     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479858317.A.82E.html,:選前一堆分析說誰上都跌川普一上就猛跌結果打臉,1,0
f204137     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:川普當選說好的提款空君褲子掉滿地,0,1
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:不過川普會逼一些企業在美國設廠就是惹,0,1
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:川普的商標案當選馬上就過惹呀XD,0,0
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:應該說川普是聰明人,1,0
sppray      ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:不要忘記川普都當選了，英國都脫歐了，沒有什麼不可,0,0
Sueo        ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:【白宮新主】川普放棄起訴希拉里，稱「我不想再傷害,0,0
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:川普是好人,1,0
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:中國不是滿愛川普上的嗎不用擔心XD,1,0
if2         ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:川普金天鵝抓穩了,1,0
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:我對上證從看好到中性就是怕川普上任後真的跟中國,0,0
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479861003.A.6E0.html,:哈哈對中國從上到下都愛川普上但感覺他們看錯,-1,1
terry1104   ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479865494.A.35F.html,:川普當選那天停損了一些慘啊,0,0
gk1329      ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:景氣好時不升息景氣不好哪來籌碼降川普外行領內行,-1,0
marcus176   ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:川普的錢在銀行,0,0
pat1006     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:川普選舉語言一堆,0,1
castalchen  ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:川普是批評太晚升息,0,0
guk         ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:聯準會川普說了算,0,0
ww          ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,:川普之前的意見是選前就該升現在的話不知道,0,0
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普要觀察一下他是有仇必報類型科技業老闆跟他..,0,1
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普這次政策就是要救老白男的失業,0,0
hayatoman   ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普直接要庫克的Apple回美製造，承諾優稅,0,0
horse7      ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普表示：回美國組裝不準用機器人...,0,0
Kunoichi    ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:不過川普當選的時候換了一檔金融股存錢就是,1,0
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:自動化鴻海機器人大軍這樣川普會不會氣死?.0,0,0
f204137     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:這讓我想到一件事~川普當選有人問還有逃命波嗎??,0,0
ckw19       ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普不是大白棒才對嗎？（誤）,0,1
flyaway0104 ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:我的空單停損也是設在川普那根大黑棒的頂端,0,0
gg889g8     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普就逼企業回美國開廠呀,0,1
pucca068    ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:我是沒差啦～現在還是6000萬人覺得川普是拉雞～,-1,0
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:廣越破底是因為川普不要TPP嗎？,0,1
septemberki ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880804.A.C1D.html,:川普:都是你們台灣機器人搶了我們美國人的工作!!!,0,0
eemail      ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,:說巴神反川普其實選舉過程那根本沒什麼一堆人老替,0,0
yyyyy       ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,:貧窮階級以為選川普可以改善貧富差距但是越拉越遠,-1,1
hernest01   ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,:賺到一個川普的身價,0,0
tsgd        ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,:反川普沒錯但他的持股又不是跟版上股神一樣天天換,0,0
zxasqw0246  ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,:巴菲特不是反川普嗎？現在…,0,0
goddarn     ,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479915445.A.524.html,:連川普都髮夾彎確定支持綠能基本上這趨勢擋不住了,1,0
protoss     ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,:怎麼一堆人這麼氣憤?住美國投川普?,0,0
cfceo       ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,:看吧早說了川普=美國阿扁,-1,0
jerrylin    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,:就算讓十萬票川普還是贏啊,1,0
msisee      ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,:川普會A海角七憶嗎,0,1
ppttpptt    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,:很難看啦，希拉蕊去死吧,0,1
acmilan1126 ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:自從川普當選金融就已經硬很久了比美元指數還硬,1,0
f204137     ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:你們以為跟川普當選一樣那麼簡單嘛,0,0
gg889g8     ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:[新聞]曾批噁心川普讚《紐時》是珍寶,0,0
gg889g8     ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:老巴罵川普罵很大川上台他賺最爽XD,0,0
Kunoichi    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:川普選上那天定存股帳戶改抱金融股就是爽,1,0
f204137     ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:川普當選這一個月真的是賺到歪掉,1,0
Kunoichi    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947403.A.79C.html,:媽的川普選贏後我居然都布局到沒啥漲的股,0,0
guardian93  ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,:川普:Ihaveapen，Ihaveaw..hat!?!,0,0
hijacker    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,:川普這麼有錢自己開個代工廠很難嗎?,0,0
pizza5252   ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,:鎖國的川普@@,-1,0
GoOdGaMe    ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,:這就跟不認為川普會選上是一樣的道理,0,0
pizza5252   ,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,:好啦沒差川普看這麼短的利益無言,-1,0
